id,date,annee,type,prix,surface,prixm2,codecommune,latitude,longitude
2019-783037,2019-11-18,2019,Maison,403440,127,3177,94071,48.755128,2.549816
2019-783048,2019-12-12,2019,Appartement,185000,53,3491,94071,48.766693,2.528216
2019-783050,2019-12-16,2019,Appartement,305000,110,2773,94071,48.772498,2.518166
2019-783061,2019-12-16,2019,Maison,505000,131,3855,94071,48.774527,2.517053
2019-783088,2019-12-18,2019,Maison,334000,84,3976,94071,48.755511,2.53761
2019-783102,2019-12-19,2019,Maison,480000,85,5647,94071,48.765883,2.52053
2019-783106,2019-11-28,2019,Appartement,145000,41,3537,94071,48.772498,2.518166
2019-783109,2019-12-19,2019,Appartement,255000,81,3148,94071,48.772498,2.518166
2019-783112,2019-12-05,2019,Maison,600000,176,3409,94071,48.761556,2.531445
2019-783113,2019-12-03,2019,Appartement,239000,60,3983,94071,48.774443,2.527807
2019-783141,2019-12-20,2019,Appartement,125000,30,4167,94071,48.769262,2.519726
2019-783147,2019-12-20,2019,Appartement,125000,29,4310,94071,48.769549,2.522133
2019-783236,2019-12-20,2019,Maison,410000,99,4141,94071,48.771787,2.514043
2019-783251,2019-12-11,2019,Appartement,125000,29,4310,94071,48.767259,2.528705
2019-783259,2019-12-20,2019,Maison,321000,25,12840,94071,48.765077,2.520484
2019-783272,2019-12-18,2019,Maison,720000,150,4800,94071,48.768129,2.510074
2019-783279,2019-12-17,2019,Appartement,218000,45,4844,94071,48.771759,2.510273
2019-783300,2019-12-26,2019,Appartement,112000,24,4667,94071,48.767259,2.528705
2019-783352,2019-09-13,2019,Appartement,147000,42,3500,94071,48.770869,2.525041
2019-783360,2019-12-23,2019,Maison,363000,56,6482,94071,48.764311,2.511093
2019-783361,2019-12-23,2019,Appartement,143000,70,2043,94071,48.77511,2.529948
2019-783380,2019-12-26,2019,Appartement,143000,70,2043,94071,48.774714,2.529237
2019-783390,2019-12-30,2019,Appartement,148000,42,3524,94071,48.770988,2.519926
2019-783397,2019-12-26,2019,Maison,531000,175,3034,94071,48.758118,2.556281
2019-783405,2019-12-30,2019,Appartement,148000,39,3795,94071,48.770988,2.519926
2019-783413,2019-12-30,2019,Appartement,143840,61,2358,94071,48.767259,2.528705
2019-783451,2019-12-17,2019,Appartement,235000,64,3672,94071,48.779618,2.510823
2019-783454,2019-12-23,2019,Appartement,118000,39,3026,94071,48.77055,2.520944
2019-783473,2019-12-30,2019,Maison,426000,78,5462,94071,48.758668,2.530111
2019-783513,2019-12-30,2019,Maison,422250,129,3273,94071,48.776463,2.510847
2019-783529,2019-12-30,2019,Maison,260000,45,5778,94071,48.779111,2.512164
2019-783530,2019-12-26,2019,Appartement,105000,22,4773,94071,48.769957,2.520669
2020-1379417,2020-01-06,2020,Maison,400000,110,3636,94071,48.771012,2.539093
2020-1379423,2020-01-10,2020,Maison,595000,120,4958,94071,48.769303,2.521515
2020-1379427,2020-01-03,2020,Appartement,248000,70,3543,94071,48.773068,2.521966
2020-1379431,2020-01-15,2020,Appartement,165000,57,2895,94071,48.771842,2.520675
2020-1379432,2020-01-06,2020,Maison,471260,120,3927,94071,48.779769,2.516059
2020-1379435,2020-01-10,2020,Maison,140400,122,1151,94071,48.76298,2.537923
2020-1379444,2020-01-20,2020,Maison,585000,107,5467,94071,48.762912,2.514466
2020-1379479,2020-01-13,2020,Maison,624000,82,7610,94071,48.773545,2.512549
2020-1379481,2020-01-14,2020,Appartement,120000,29,4138,94071,48.769549,2.522133
2020-1379482,2020-01-14,2020,Appartement,125000,34,3676,94071,48.768975,2.521782
2020-1379487,2020-01-17,2020,Maison,730000,185,3946,94071,48.767354,2.517757
2020-1379497,2020-01-09,2020,Appartement,140600,40,3515,94071,48.774714,2.529237
2020-1379506,2020-01-24,2020,Appartement,153000,57,2684,94071,48.771842,2.520675
2020-1379539,2020-01-08,2020,Appartement,145000,34,4265,94071,48.766586,2.508515
2020-1379547,2020-01-14,2020,Maison,380000,100,3800,94071,48.770882,2.529229
2020-1379560,2020-01-17,2020,Appartement,190000,34,5588,94071,48.77094,2.527167
2020-1379564,2020-01-03,2020,Appartement,145000,34,4265,94071,48.769957,2.520669
2020-1379570,2020-01-10,2020,Appartement,227000,72,3153,94071,48.77094,2.527167
2020-1379578,2020-01-29,2020,Maison,540000,121,4463,94071,48.775527,2.51078
2020-1379583,2020-01-28,2020,Maison,370000,89,4157,94071,48.760004,2.548775
2020-1379592,2020-01-29,2020,Appartement,250000,68,3676,94071,48.772577,2.525787
2020-1379593,2020-01-24,2020,Appartement,225000,62,3629,94071,48.769573,2.537343
2020-1379599,2020-01-28,2020,Maison,411490,142,2898,94071,48.756927,2.551233
2020-1379609,2020-01-23,2020,Appartement,171000,42,4071,94071,48.770869,2.525041
2020-1379630,2020-01-28,2020,Appartement,250000,71,3521,94071,48.766693,2.528216
2020-1379649,2020-01-30,2020,Maison,847300,190,4459,94071,48.777805,2.517412
2020-1379660,2020-01-29,2020,Maison,340000,100,3400,94071,48.755752,2.537582
2020-1379690,2020-01-30,2020,Maison,587000,143,4105,94071,48.765043,2.51546
2020-1379700,2020-02-06,2020,Maison,418000,80,5225,94071,48.7644,2.516431
2020-1379702,2020-01-31,2020,Appartement,155000,81,1914,94071,48.77511,2.529948
2020-1379713,2020-01-30,2020,Maison,440000,123,3577,94071,48.776286,2.512863
2020-1379762,2020-01-20,2020,Appartement,295000,87,3391,94071,48.77094,2.527167
2020-1379770,2020-01-30,2020,Appartement,191500,48,3990,94071,48.766792,2.532928
2020-1379782,2020-02-03,2020,Maison,359000,87,4126,94071,48.755729,2.531649
2020-1379814,2020-01-29,2020,Appartement,163000,70,2329,94071,48.77511,2.529948
2020-1379818,2020-01-21,2020,Appartement,240000,73,3288,94071,48.766693,2.528216
2020-1379824,2020-01-30,2020,Maison,83500,93,898,94071,48.757895,2.551648
2020-1379825,2020-02-07,2020,Appartement,135000,83,1627,94071,48.774714,2.529237
2020-1379836,2020-02-07,2020,Appartement,190000,53,3585,94071,48.764642,2.512126
2020-1379840,2020-02-17,2020,Appartement,165000,64,2578,94071,48.785382,2.516611
2020-1379850,2020-02-03,2020,Appartement,175000,83,2108,94071,48.774714,2.529237
2020-1379854,2020-02-17,2020,Appartement,262700,83,3165,94071,48.770986,2.51008
2020-1379857,2020-02-07,2020,Maison,443000,65,6815,94071,48.764507,2.529991
2020-1379864,2020-02-17,2020,Appartement,175000,45,3889,94071,48.770302,2.522662
2020-1379884,2020-02-21,2020,Appartement,170000,83,2048,94071,48.774714,2.529237
2020-1379933,2020-02-25,2020,Appartement,165000,84,1964,94071,48.774714,2.529237
2020-1379938,2020-02-21,2020,Maison,160000,103,1553,94071,48.77994,2.515574
2020-1379944,2020-02-21,2020,Appartement,367000,82,4476,94071,48.771708,2.511008
2020-1379960,2020-02-27,2020,Maison,450050,100,4500,94071,48.765282,2.525364
2020-1379971,2020-01-29,2020,Appartement,137500,32,4297,94071,48.766792,2.532928
2020-1379998,2020-02-28,2020,Maison,510000,124,4113,94071,48.771482,2.535034
2020-1380003,2020-02-20,2020,Appartement,355000,80,4438,94071,48.772021,2.532122
2020-1380020,2020-02-28,2020,Appartement,150000,36,4167,94071,48.769262,2.519726
2020-1380021,2020-02-28,2020,Appartement,250000,61,4098,94071,48.767259,2.528705
2020-1380030,2020-02-10,2020,Maison,422900,126,3356,94071,48.768393,2.509764
2020-1380072,2020-02-21,2020,Maison,431000,91,4736,94071,48.771482,2.535034
2020-1380122,2020-02-24,2020,Maison,437000,122,3582,94071,48.767366,2.533954
2020-1380134,2020-02-26,2020,Appartement,148000,57,2596,94071,48.771842,2.520675
2020-1380137,2020-02-21,2020,Maison,410000,142,2887,94071,48.763866,2.532736
2020-1380155,2020-03-06,2020,Appartement,139000,29,4793,94071,48.769549,2.522133
2020-1380274,2020-03-20,2020,Appartement,154000,70,2200,94071,48.77511,2.529948
2020-1380296,2020-02-27,2020,Appartement,158000,69,2290,94071,48.77347,2.51847
2020-1380344,2020-02-14,2020,Maison,554700,154,3602,94071,48.755291,2.557541
2020-1380357,2020-03-04,2020,Maison,525000,179,2933,94071,48.775429,2.512915
2020-1380367,2020-03-05,2020,Maison,486700,85,5726,94071,48.770852,2.512414
2020-1380425,2020-03-12,2020,Appartement,203000,64,3172,94071,48.785382,2.516611
2020-1380429,2020-03-19,2020,Appartement,256606,60,4277,94071,48.771759,2.510273
2020-1380433,2020-03-11,2020,Maison,465280,90,5170,94071,48.763695,2.51138
2020-1380454,2020-03-16,2020,Appartement,179990,62,2903,94071,48.770869,2.525041
2020-1380460,2020-03-26,2020,Appartement,139000,70,1986,94071,48.774714,2.529237
2020-1380462,2020-04-17,2020,Appartement,235000,83,2831,94071,48.785382,2.516611
2020-1380476,2020-04-03,2020,Maison,462000,113,4088,94071,48.760199,2.552177
2020-1380487,2020-04-24,2020,Maison,540000,129,4186,94071,48.778545,2.515137
2020-1380490,2020-04-09,2020,Maison,240000,39,6154,94071,48.763598,2.520774
2020-1380494,2020-04-03,2020,Appartement,185000,45,4111,94071,48.769243,2.510943
2020-1380497,2020-03-11,2020,Maison,256900,56,4588,94071,48.764248,2.530782
2020-1380502,2020-03-04,2020,Appartement,175855,60,2931,94071,48.771759,2.510273
2020-1380508,2020-03-11,2020,Maison,376500,89,4230,94071,48.764248,2.530782
2020-1380513,2020-04-10,2020,Appartement,130000,101,1287,94071,48.785382,2.516611
2020-1380521,2020-05-04,2020,Maison,468500,123,3809,94071,48.771091,2.532518
2020-1380525,2020-03-16,2020,Maison,248020,76,3263,94071,48.760846,2.55039
2020-1380549,2020-04-22,2020,Maison,243000,57,4263,94071,48.76557,2.521421
2020-1380551,2020-03-19,2020,Appartement,174000,62,2806,94071,48.785382,2.516611
2020-1380563,2020-05-11,2020,Maison,597000,160,3731,94071,48.76226,2.530462
2020-1380570,2020-05-04,2020,Maison,559000,156,3583,94071,48.765184,2.518773
2020-1380588,2020-05-15,2020,Appartement,320000,81,3951,94071,48.76737,2.533648
2020-1380592,2020-05-15,2020,Maison,830000,300,2767,94071,48.767269,2.523485
2020-1380604,2020-05-13,2020,Maison,100000,103,971,94071,48.77994,2.515574
2020-1380605,2020-05-11,2020,Maison,657000,137,4796,94071,48.766619,2.519907
2020-1380614,2020-05-19,2020,Maison,354000,84,4214,94071,48.780306,2.517807
2020-1380631,2020-05-15,2020,Appartement,152000,35,4343,94071,48.766586,2.508515
2020-1380639,2020-05-20,2020,Appartement,213000,67,3179,94071,48.770986,2.51008
2020-1380668,2020-05-25,2020,Maison,345000,112,3080,94071,48.766181,2.526221
2020-1380681,2020-05-15,2020,Maison,400000,70,5714,94071,48.76551,2.518957
2020-1380682,2020-05-25,2020,Appartement,120000,58,2069,94071,48.77511,2.529948
2020-1380683,2020-05-14,2020,Maison,423400,120,3528,94071,48.779321,2.512631
2020-1380690,2020-05-18,2020,Maison,344500,90,3828,94071,48.777961,2.51387
2020-1380706,2020-04-30,2020,Maison,580000,194,2990,94071,48.755559,2.559166
2020-1380711,2020-05-19,2020,Appartement,185000,62,2984,94071,48.770869,2.525041
2020-1380723,2020-05-25,2020,Appartement,150000,53,2830,94071,48.776279,2.522352
2020-1380725,2020-05-29,2020,Appartement,160000,28,5714,94071,48.769549,2.522133
2020-1380727,2020-05-28,2020,Maison,420500,64,6570,94071,48.775532,2.517673
2020-1380728,2020-04-30,2020,Maison,366800,46,7974,94071,48.76152,2.52907
2020-1380739,2020-05-19,2020,Appartement,135000,55,2455,94071,48.77511,2.529948
2020-1380742,2020-05-25,2020,Maison,650000,149,4362,94071,48.772783,2.509812
2020-1380744,2020-05-29,2020,Maison,565000,151,3742,94071,48.762264,2.522579
2020-1380745,2020-05-29,2020,Maison,660000,179,3687,94071,48.768837,2.518163
2020-1380762,2020-06-03,2020,Appartement,190000,45,4222,94071,48.769549,2.522133
2020-1380769,2020-06-04,2020,Appartement,262000,46,5696,94071,48.771708,2.511008
2020-1380773,2020-05-15,2020,Maison,280000,80,3500,94071,48.772431,2.515811
2020-1380782,2020-04-24,2020,Maison,653000,124,5266,94071,48.768748,2.511878
2020-1380790,2020-05-18,2020,Appartement,237000,73,3247,94071,48.766693,2.528216
2020-1380799,2020-05-29,2020,Maison,439000,109,4028,94071,48.755782,2.53339
2020-1380800,2020-05-29,2020,Appartement,207000,64,3234,94071,48.779618,2.510823
2020-1380813,2020-05-30,2020,Maison,300000,72,4167,94071,48.768801,2.527333
2020-1380815,2020-05-04,2020,Appartement,108000,54,2000,94071,48.77511,2.529948
2020-1380817,2020-05-25,2020,Maison,560000,189,2963,94071,48.767746,2.525733
2020-1380826,2020-05-25,2020,Appartement,141880,29,4892,94071,48.767259,2.528705
2020-1380880,2020-06-05,2020,Maison,326000,54,6037,94071,48.757001,2.528541
2020-1380890,2020-06-11,2020,Appartement,97405,67,1454,94071,48.770986,2.51008
2020-1380906,2020-05-18,2020,Appartement,260000,59,4407,94071,48.771784,2.522928
2020-1380925,2020-05-28,2020,Appartement,110000,23,4783,94071,48.769622,2.520774
2020-1380962,2020-06-17,2020,Appartement,220000,83,2651,94071,48.785382,2.516611
2020-1380973,2020-06-11,2020,Maison,265000,66,4015,94071,48.7592,2.555503
2020-1381007,2020-06-11,2020,Appartement,351000,94,3734,94071,48.769422,2.520274
2020-1381011,2020-06-19,2020,Maison,370000,139,2662,94071,48.756698,2.548209
2020-1381017,2020-05-27,2020,Appartement,229000,46,4978,94071,48.769549,2.522133
2020-1381025,2020-05-27,2020,Maison,385000,72,5347,94071,48.777237,2.513864
2020-1381069,2020-06-24,2020,Appartement,124000,26,4769,94071,48.775009,2.52781
2020-1381081,2020-06-05,2020,Appartement,229000,58,3948,94071,48.772577,2.525787
2020-1381085,2020-06-09,2020,Appartement,163000,39,4179,94071,48.77055,2.520944
2020-1381088,2020-06-08,2020,Appartement,222200,58,3831,94071,48.772577,2.525787
2020-1381090,2020-06-03,2020,Maison,307020,110,2791,94071,48.76852,2.51148
2020-1381097,2020-06-26,2020,Maison,130000,28,4643,94071,48.755586,2.53157
2020-1381103,2020-06-29,2020,Appartement,32000,50,640,94071,48.767259,2.528705
2020-1381106,2020-05-29,2020,Maison,347000,56,6196,94071,48.764325,2.534613
2020-1381108,2020-06-26,2020,Appartement,135000,27,5000,94071,48.77009,2.508006
2020-1381130,2020-06-30,2020,Appartement,148600,39,3810,94071,48.768856,2.524035
2020-1381146,2020-06-29,2020,Appartement,200000,80,2500,94071,48.774714,2.529237
2020-1381188,2020-06-25,2020,Appartement,276100,83,3327,94071,48.785382,2.516611
2020-1381215,2020-06-19,2020,Maison,580000,146,3973,94071,48.757273,2.560538
2020-1381216,2020-06-11,2020,Maison,329000,65,5062,94071,48.756513,2.540552
2020-1381235,2020-07-03,2020,Maison,463000,110,4209,94071,48.766622,2.534921
2020-1381258,2020-06-24,2020,Maison,430000,75,5733,94071,48.763635,2.526361
2020-1381259,2020-07-06,2020,Maison,344500,80,4306,94071,48.760114,2.547222
2020-1381265,2020-06-29,2020,Appartement,90000,19,4737,94071,48.776657,2.510969
2020-1381281,2020-07-09,2020,Maison,240000,52,4615,94071,48.76568,2.516445
2020-1381328,2020-07-08,2020,Appartement,188000,65,2892,94071,48.771842,2.520675
2020-1381366,2020-06-25,2020,Appartement,258000,71,3634,94071,48.76737,2.533648
2020-1381368,2020-07-10,2020,Appartement,190000,70,2714,94071,48.770986,2.51008
2020-1381369,2020-07-10,2020,Maison,278925,56,4981,94071,48.764248,2.530782
2020-1381387,2020-07-17,2020,Appartement,134500,55,2445,94071,48.77511,2.529948
2020-1381418,2020-07-17,2020,Appartement,300000,84,3571,94071,48.76737,2.533648
2020-1381419,2020-07-17,2020,Maison,451500,132,3420,94071,48.765222,2.531592
2020-1381438,2020-07-07,2020,Appartement,165000,56,2946,94071,48.77094,2.527167
2020-1381458,2020-07-10,2020,Appartement,250000,83,3012,94071,48.785382,2.516611
2020-1381465,2020-07-08,2020,Maison,408000,85,4800,94071,48.769129,2.514295
2020-1381481,2020-07-07,2020,Maison,485000,106,4575,94071,48.763609,2.534086
2020-1381488,2020-07-17,2020,Appartement,151000,51,2961,94071,48.770869,2.525041
2020-1381525,2020-06-23,2020,Appartement,172500,47,3670,94071,48.767259,2.528705
2020-1381529,2020-07-24,2020,Maison,341000,98,3480,94071,48.774981,2.534209
2020-1381542,2020-07-10,2020,Maison,560000,150,3733,94071,48.763315,2.531936
2020-1381561,2020-07-08,2020,Maison,339000,93,3645,94071,48.756698,2.548209
2020-1381571,2020-07-17,2020,Appartement,310000,80,3875,94071,48.77094,2.527167
2020-1381586,2020-07-10,2020,Appartement,153000,70,2186,94071,48.774714,2.529237
2020-1381587,2020-07-28,2020,Appartement,253000,83,3048,94071,48.785382,2.516611
2020-1381626,2020-07-10,2020,Maison,459710,115,3997,94071,48.756422,2.541793
2020-1381651,2020-07-29,2020,Maison,291262,60,4854,94071,48.764752,2.521649
2020-1381661,2020-06-30,2020,Maison,430000,102,4216,94071,48.76344,2.533473
2020-1381662,2020-07-31,2020,Appartement,195000,67,2910,94071,48.770986,2.51008
2020-1381670,2020-07-03,2020,Maison,442326,110,4021,94071,48.767572,2.535043
2020-1381690,2020-07-21,2020,Appartement,212000,71,2986,94071,48.766693,2.528216
2020-1381700,2020-07-31,2020,Maison,625000,146,4281,94071,48.773797,2.511946
2020-1381706,2020-07-30,2020,Appartement,172000,88,1955,94071,48.775918,2.522424
2020-1381716,2020-07-29,2020,Maison,470000,110,4273,94071,48.764169,2.511376
2020-1381732,2020-08-03,2020,Maison,422850,121,3495,94071,48.766304,2.527617
2020-1381756,2020-08-04,2020,Maison,310000,58,5345,94071,48.761705,2.524408
2020-1381771,2020-07-17,2020,Appartement,245125,68,3605,94071,48.772577,2.525787
2020-1381814,2020-07-31,2020,Appartement,140000,22,6364,94071,48.769815,2.521868
2020-1381827,2020-07-20,2020,Appartement,157000,34,4618,94071,48.77094,2.527167
2020-1381856,2020-08-04,2020,Maison,413220,76,5437,94071,48.779408,2.518287
2020-1381877,2020-08-10,2020,Maison,428000,171,2503,94071,48.756152,2.541814
2020-1381885,2020-08-03,2020,Maison,450000,146,3082,94071,48.757177,2.528388
2020-1381887,2020-08-12,2020,Maison,561766,150,3745,94071,48.756156,2.55186
2020-1381890,2020-07-24,2020,Maison,524000,136,3853,94071,48.774893,2.509018
2020-1381914,2020-08-03,2020,Appartement,218000,72,3028,94071,48.77094,2.527167
2020-1381933,2020-08-19,2020,Maison,760000,203,3744,94071,48.766357,2.51849
2020-1381944,2020-08-28,2020,Maison,475000,125,3800,94071,48.77218,2.53453
2020-1381951,2020-08-26,2020,Maison,507200,137,3702,94071,48.77218,2.53453
2020-1381966,2020-08-21,2020,Maison,396000,88,4500,94071,48.77924,2.519577
2020-1381975,2020-08-04,2020,Maison,592000,120,4933,94071,48.76375,2.525402
2020-1381976,2020-08-04,2020,Maison,362120,60,6035,94071,48.764676,2.512365
2020-1381987,2020-08-06,2020,Maison,383500,121,3169,94071,48.769211,2.518926
2020-1382026,2020-09-07,2020,Appartement,195000,59,3305,94071,48.769573,2.537343
2020-1382029,2020-09-04,2020,Appartement,166000,40,4150,94071,48.773068,2.521966
2020-1382034,2020-08-10,2020,Maison,513000,145,3538,94071,48.763934,2.51836
2020-1382045,2020-09-08,2020,Appartement,213500,60,3558,94071,48.767259,2.528705
2020-1382056,2020-08-17,2020,Appartement,181000,58,3121,94071,48.771842,2.520675
2020-1382085,2020-09-10,2020,Appartement,275000,72,3819,94071,48.77094,2.527167
2020-1382092,2020-09-09,2020,Appartement,250000,83,3012,94071,48.785382,2.516611
2020-1382110,2020-09-08,2020,Maison,470600,84,5602,94071,48.767665,2.527316
2020-1382126,2020-09-15,2020,Appartement,250000,67,3731,94071,48.770986,2.51008
2020-1382140,2020-09-16,2020,Maison,471993,142,3324,94071,48.756619,2.550539
2020-1382146,2020-09-11,2020,Maison,500000,106,4717,94071,48.767336,2.50994
2020-1382154,2020-09-10,2020,Maison,180000,37,4865,94071,48.762666,2.526803
2020-1382160,2020-09-17,2020,Appartement,219000,63,3476,94071,48.766693,2.528216
2020-1382166,2020-09-09,2020,Appartement,323000,79,4089,94071,48.772021,2.532122
2020-1382186,2020-08-28,2020,Appartement,170000,70,2429,94071,48.768856,2.524035
2020-1382230,2020-09-04,2020,Maison,430000,73,5890,94071,48.756231,2.538406
2020-1382242,2020-09-18,2020,Maison,746000,226,3301,94071,48.774594,2.53448
2020-1382245,2020-09-17,2020,Maison,371000,57,6509,94071,48.772517,2.532167
2020-1382270,2020-09-16,2020,Appartement,220000,94,2340,94071,48.774714,2.529237
2020-1382272,2020-09-22,2020,Appartement,605000,163,3712,94071,48.772242,2.510523
2020-1382290,2020-09-24,2020,Maison,530000,93,5699,94071,48.766163,2.511355
2020-1382291,2020-09-24,2020,Appartement,245000,68,3603,94071,48.772577,2.525787
2020-1382292,2020-09-21,2020,Maison,685500,147,4663,94071,48.765928,2.509904
2020-1382300,2020-09-25,2020,Maison,626950,110,5700,94071,48.780596,2.517858
2020-1382301,2020-09-22,2020,Maison,630300,34,18538,94071,48.774297,2.513767
2020-1382303,2020-09-25,2020,Maison,729000,227,3211,94071,48.760636,2.525728
2020-1382350,2020-09-28,2020,Appartement,199920,62,3225,94071,48.770869,2.525041
2020-1382359,2020-09-29,2020,Appartement,183000,45,4067,94071,48.767259,2.528705
2020-1382410,2020-09-28,2020,Maison,306000,47,6511,94071,48.75973,2.552229
2020-1382413,2020-09-21,2020,Appartement,310000,78,3974,94071,48.769247,2.523063
2020-1382430,2020-10-02,2020,Appartement,166300,27,6159,94071,48.772021,2.532122
2020-1382445,2020-10-05,2020,Appartement,175000,51,3431,94071,48.779618,2.510823
2020-1382464,2020-10-06,2020,Maison,450000,105,4286,94071,48.769464,2.538448
2020-1382489,2020-09-15,2020,Maison,340600,67,5084,94071,48.76585,2.5258
2020-1382507,2020-09-11,2020,Appartement,127000,70,1814,94071,48.774714,2.529237
2020-1382512,2020-09-25,2020,Appartement,262000,83,3157,94071,48.785382,2.516611
2020-1382514,2020-09-25,2020,Maison,669000,150,4460,94071,48.76309,2.511682
2020-1382515,2020-09-25,2020,Maison,321905,63,5110,94071,48.756303,2.53752
2020-1382521,2020-10-09,2020,Maison,434500,100,4345,94071,48.771001,2.529241
2020-1382536,2020-10-13,2020,Maison,480000,204,2353,94071,48.763954,2.526819
2020-1382541,2020-10-02,2020,Maison,560000,108,5185,94071,48.771438,2.513882
2020-1382545,2020-10-08,2020,Maison,866140,195,4442,94071,48.764473,2.51709
2020-1382548,2020-09-30,2020,Maison,348290,91,3827,94071,48.771482,2.535034
2020-1382549,2020-09-29,2020,Appartement,169050,51,3315,94071,48.779618,2.510823
2020-1382556,2020-10-07,2020,Maison,535000,100,5350,94071,48.776164,2.516563
2020-1382568,2020-10-12,2020,Maison,550000,110,5000,94071,48.780311,2.51979
2020-1382570,2020-09-15,2020,Appartement,235450,72,3270,94071,48.77094,2.527167
2020-1382586,2020-09-15,2020,Appartement,210000,62,3387,94071,48.769573,2.537343
2020-1382592,2020-09-28,2020,Appartement,110000,53,2075,94071,48.776279,2.522352
2020-1382606,2020-10-15,2020,Maison,424800,112,3793,94071,48.779583,2.516183
2020-1382629,2020-10-01,2020,Maison,540220,138,3915,94071,48.766363,2.537119
2020-1382630,2020-10-09,2020,Appartement,225000,64,3516,94071,48.785382,2.516611
2020-1382660,2020-10-07,2020,Maison,750000,137,5474,94071,48.763469,2.535751
2020-1382662,2020-09-24,2020,Maison,325000,49,6633,94071,48.779107,2.52213
2020-1382663,2020-09-29,2020,Maison,280000,88,3182,94071,48.775202,2.508698
2020-1382670,2020-10-14,2020,Maison,825000,208,3966,94071,48.774876,2.514462
2020-1382683,2020-10-12,2020,Appartement,90000,31,2903,94071,48.77511,2.529948
2020-1382704,2020-09-30,2020,Maison,510000,124,4113,94071,48.771482,2.535034
2020-1382714,2020-10-20,2020,Maison,498000,135,3689,94071,48.780156,2.516275
2020-1382725,2020-09-28,2020,Appartement,99000,23,4304,94071,48.769422,2.520274
2020-1382739,2020-09-30,2020,Appartement,233000,63,3698,94071,48.769549,2.522133
2020-1382766,2020-10-08,2020,Maison,477000,94,5074,94071,48.765881,2.512032
2020-1382801,2020-09-30,2020,Maison,498000,94,5298,94071,48.779025,2.516034
2020-1382803,2020-10-02,2020,Maison,575000,115,5000,94071,48.766611,2.518863
2020-1382808,2020-10-09,2020,Appartement,150000,70,2143,94071,48.774714,2.529237
2020-1382814,2020-10-19,2020,Maison,630880,210,3004,94071,48.764403,2.530952
2020-1382818,2020-09-30,2020,Maison,390000,86,4535,94071,48.771149,2.539021
2020-1382834,2020-10-21,2020,Appartement,370560,76,4876,94071,48.773025,2.50975
2020-1382840,2020-10-29,2020,Maison,573230,82,6991,94071,48.779707,2.519511
2020-1382850,2020-10-16,2020,Maison,704150,173,4070,94071,48.780344,2.518441
2020-1382871,2020-10-30,2020,Appartement,280000,70,4000,94071,48.772402,2.510709
2020-1382872,2020-11-02,2020,Maison,405000,66,6136,94071,48.760197,2.553642
2020-1382873,2020-10-23,2020,Maison,300000,86,3488,94071,48.757026,2.528136
2020-1382899,2020-11-02,2020,Appartement,375000,29,12931,94071,48.770444,2.519929
2020-1382917,2020-10-08,2020,Maison,850000,170,5000,94071,48.776671,2.518133
2020-1382932,2020-10-16,2020,Maison,520000,70,7429,94071,48.765675,2.508431
2020-1382949,2020-11-06,2020,Maison,494000,103,4796,94071,48.774749,2.518505
2020-1382950,2020-11-06,2020,Appartement,145000,28,5179,94071,48.769549,2.522133
2020-1382961,2020-11-06,2020,Maison,495000,95,5211,94071,48.77507,2.511837
2020-1382972,2020-10-21,2020,Maison,300000,70,4286,94071,48.770159,2.50957
2020-1383039,2020-11-13,2020,Maison,518200,134,3867,94071,48.77211,2.512072
2020-1383062,2020-11-16,2020,Appartement,170000,58,2931,94071,48.77511,2.529948
2020-1383064,2020-11-16,2020,Maison,803000,150,5353,94071,48.75614,2.552499
2020-1383094,2020-10-28,2020,Maison,366000,127,2882,94071,48.756698,2.548209
2020-1383172,2020-11-05,2020,Maison,520000,147,3537,94071,48.776239,2.521527
2020-1383187,2020-11-05,2020,Appartement,289000,79,3658,94071,48.779618,2.510823
2020-1383209,2020-11-05,2020,Maison,739480,229,3229,94071,48.762796,2.520596
2020-1383210,2020-11-26,2020,Appartement,240000,68,3529,94071,48.772577,2.525787
2020-1383215,2020-11-24,2020,Appartement,131500,22,5977,94071,48.767259,2.528705
2020-1383222,2020-11-03,2020,Maison,326350,72,4533,94071,48.757845,2.529162
2020-1383231,2020-11-02,2020,Appartement,213000,69,3087,94071,48.771842,2.520675
2020-1383239,2020-10-30,2020,Appartement,194000,55,3527,94071,48.77055,2.520944
2020-1383249,2020-11-16,2020,Maison,447500,81,5525,94071,48.762858,2.525718
2020-1383263,2020-11-27,2020,Appartement,140000,57,2456,94071,48.77511,2.529948
2020-1383272,2020-12-01,2020,Maison,415000,91,4560,94071,48.773504,2.535127
2020-1383290,2020-11-13,2020,Maison,494150,157,3147,94071,48.757432,2.554399
2020-1383356,2020-11-30,2020,Appartement,107416,45,2387,94071,48.767259,2.528705
2020-1383372,2020-12-04,2020,Maison,770000,115,6696,94071,48.772317,2.514979
2020-1383374,2020-11-25,2020,Appartement,220500,56,3938,94071,48.774443,2.527807
2020-1383419,2020-12-01,2020,Maison,577000,87,6632,94071,48.769757,2.516987
2020-1383432,2020-12-10,2020,Appartement,325000,70,4643,94071,48.770885,2.520508
2020-1383447,2020-12-11,2020,Appartement,267000,72,3708,94071,48.77094,2.527167
2020-1383456,2020-12-15,2020,Maison,749505,195,3844,94071,48.773541,2.508834
2020-1383462,2020-12-07,2020,Maison,285000,68,4191,94071,48.761184,2.530579
